id,umur_kendaraan,jarak_tempuh_tahun,frekuensi_servis_tahun,km_oli,km_rem,km_busi,km_ban,kelas,created_at,updated_at,jumlah_komponen_km_servis,jenis_kendaraan,riwayat_perawatan,jumlah_keluhan,riwayat_kecelakaan,kondisi_rem,kondisi_ban,kondisi_aki,Need_Maintenance,jenis_servis_oli,jenis_servis_rem,jenis_servis_busi,jenis_servis_ban,jenis_servis_tertinggi,komponen_perlu_servis
943,6,27706,4,4238,12998,8946,77626,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,0,0,Baru,Baru,Baru,0,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis Besar,Servis Besar,"oli, busi"
995,11,19830,4,3090,14890,6030,31990,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,4,1,Aus,Baik,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, rem, aki"
866,2,16530,3,2157,7559,14387,34471,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,5,1,Baru,Baru,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, aki"
870,2,19450,2,2705,9235,15855,12715,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,4,3,Aus,Baik,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem"
912,8,18209,5,6579,9947,8569,16677,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,truk,Cukup,2,1,Aus,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi, ban, aki"
981,11,25412,2,3976,8996,11892,20636,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,4,1,Baru,Aus,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, ban"
839,3,14820,6,2058,8246,17478,12574,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,5,2,Baru,Aus,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, ban"
1006,9,22124,2,3352,8892,14084,52304,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,0,2,Baik,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 60.000 KM,Servis 60.000 KM,"oli, rem, ban, aki"
1009,7,21864,2,3372,7312,38764,17392,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,0,0,Baru,Aus,Baik,0,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, rem, ban"
971,1,16542,4,2466,14786,8222,65982,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,1,3,Baik,Baru,Baru,0,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis Besar,Servis Besar,"oli, busi"
964,5,28333,5,4409,11839,16653,59143,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Baik,2,1,Baru,Baik,Baik,0,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 60.000 KM,Servis 60.000 KM,oli
988,11,13621,5,2033,11943,14461,26313,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Cukup,0,1,Baru,Aus,Baik,0,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, ban"
1025,6,27706,4,4238,12998,8946,77626,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,4,3,Aus,Baik,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis Besar,Servis Besar,"oli, busi, rem"
837,1,13360,4,1784,7408,16744,10952,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,2,mobil,Buruk,5,1,Aus,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, ban, aki"
1010,7,12107,1,1711,12681,6387,34471,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,0,0,Baru,Baru,Baik,0,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi"
920,5,25305,5,3765,30295,11505,23165,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Baik,1,1,Baik,Baru,Baru,0,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,oli
815,3,15300,2,2370,10190,8670,18110,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,2,mobil,Cukup,4,2,Aus,Baik,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, rem"
1020,1,13514,4,1822,34866,14074,28842,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Buruk,1,3,Baru,Aus,Baik,0,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, ban"
979,9,47622,4,3674,8154,11158,19014,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,5,3,Aus,Baru,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem"
1014,10,24525,1,3825,8575,11525,19825,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,4,1,Baru,Baru,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem"
1019,4,14661,5,1953,8263,7101,43431,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,truk,Cukup,4,2,Aus,Baik,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 60.000 KM,Servis 60.000 KM,"oli, rem, busi"
863,3,14340,5,1746,6302,13286,32038,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,4,3,Baru,Baru,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, aki"
809,1,10920,6,1548,7676,6468,13244,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,3,truk,Cukup,2,1,Aus,Baru,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi"
839,3,14820,6,2058,8246,17478,12574,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,1,1,Baik,Aus,Baik,0,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, ban"
867,3,17260,4,2294,7978,14754,10282,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,3,3,Baik,Baru,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem"
839,3,14820,6,2058,8246,17478,12574,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,3,1,Aus,Baik,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, aki"
879,3,8020,6,3938,13006,6158,20014,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,3,2,Baru,Baik,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, aki"
848,4,21390,5,3291,12017,7781,19873,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,5,2,Baru,Baru,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi"
837,1,13360,4,1784,7408,16744,10952,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,2,mobil,Buruk,2,3,Baik,Aus,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, ban"
948,11,14141,5,1993,22579,10781,19873,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Cukup,0,1,Baru,Baik,Lemah,1,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, aki"
832,4,9710,4,1099,17313,14909,31897,Layak,2026-07-02 02:26:05,2026-07-02 02:26:05,1,mobil,Baik,3,1,Baru,Baik,Baru,0,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,oli
813,1,13840,5,2096,9352,7936,16488,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,3,truk,Baik,1,2,Aus,Baru,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi"
816,4,16030,3,2507,10609,9037,18921,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,2,truk,Cukup,5,1,Aus,Baik,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, rem, aki"
950,2,15915,3,2295,15945,11515,45465,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Baik,0,0,Baik,Baru,Baik,0,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 60.000 KM,Servis 60.000 KM,oli
1000,8,38785,5,3845,16995,7865,36045,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,5,2,Baru,Aus,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, ban"
806,2,8730,3,1137,6419,5367,10811,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,3,mobil,Baik,0,1,Baik,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi, ban, aki"
870,2,19450,2,2705,9235,15855,12715,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,4,2,Baik,Aus,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, ban"
911,11,17322,4,2406,9526,8202,15866,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,mobil,Cukup,5,1,Aus,Baru,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi"
1027,10,14768,2,2164,36292,7488,36904,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,5,1,Baru,Baik,Lemah,1,Servis 10.000 KM,Servis 40.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, aki"
864,4,15070,6,1883,6721,13653,32849,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,5,3,Baik,Baik,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem"
932,11,17949,5,2577,8367,15909,32897,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,1,3,Aus,Baik,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem"
981,11,25412,2,3976,8996,11892,20636,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,2,0,Baru,Aus,Baru,0,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, ban"
935,9,20610,4,3030,9630,38110,35330,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,3,2,Aus,Baru,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem"
812,4,13110,4,1959,8933,7569,15677,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,3,truk,Baik,3,2,Baru,Baru,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi"
971,1,16542,4,2466,14786,8222,65982,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,2,1,Aus,Baik,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis Besar,Servis Besar,"oli, busi, rem"
938,1,23271,1,3483,10893,7111,11763,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,1,3,Aus,Baru,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, rem, aki"
930,4,57575,3,2275,7525,15175,31275,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,5,1,Aus,Baik,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, aki"
1021,10,56459,3,3503,9313,14451,27983,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,3,0,Baru,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, ban, aki"
862,2,13610,4,1609,17883,12919,31227,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Buruk,3,2,Baik,Aus,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, ban, aki"
981,11,25412,2,3976,8996,11892,20636,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,3,0,Baik,Aus,Baru,0,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, ban"
1000,8,38785,5,3845,16995,7865,36045,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,4,0,Baik,Baru,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, aki"
996,4,20717,5,7927,15311,6397,32801,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,1,2,Aus,Aus,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, rem, ban"
957,9,22124,2,3352,8892,14084,52304,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,1,2,Baru,Aus,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 60.000 KM,Servis 60.000 KM,"oli, rem, ban"
995,11,19830,4,3090,14890,6030,31990,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,3,3,Aus,Baru,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, rem"
987,6,12734,0,1882,11522,14094,25502,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Baik,0,1,Baik,Aus,Baik,0,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, ban"
919,4,24418,4,7958,12894,11138,22354,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,mobil,Buruk,4,3,Baik,Baik,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, aki"
1008,5,25305,5,3765,30295,11505,23165,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Cukup,3,2,Baik,Baik,Baru,1,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,oli
980,10,24525,1,3825,8575,11525,19825,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,3,3,Aus,Baru,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem"
877,1,24560,4,3664,12168,5424,18392,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,5,1,Aus,Baik,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, rem"
1004,1,27813,5,4449,33147,9333,13289,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,0,0,Aus,Baik,Baik,1,Servis 10.000 KM,Servis 40.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, busi, rem"
995,11,19830,4,3090,14890,6030,31990,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,1,2,Aus,Baru,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, rem"
851,3,23580,3,3702,13274,8882,22306,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,5,1,Baik,Baik,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, aki"
850,2,22850,2,3565,12855,8515,21495,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,4,3,Baru,Aus,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, ban, aki"
974,11,19203,3,2919,16049,9323,14959,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,3,0,Baru,Baru,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi"
822,2,20410,4,3329,13123,11239,23787,Layak,2026-07-02 02:26:05,2026-07-02 02:26:05,1,mobil,Cukup,0,0,Aus,Baru,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, aki"
1030,1,23271,1,3483,10893,7111,11763,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,4,3,Aus,Aus,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, rem, ban"
811,3,12380,3,1822,8514,7202,14866,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,3,truk,Buruk,5,3,Aus,Baik,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi, aki"
929,3,15288,2,2124,7104,14808,63948,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,0,1,Aus,Baru,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis Besar,Servis Besar,"oli, rem"
872,4,20910,4,2979,10073,16589,14337,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Cukup,3,3,Aus,Baik,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem"
911,11,17322,4,2406,9526,8202,15866,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,mobil,Baik,5,1,Baik,Baru,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi, aki"
879,3,8020,6,3938,13006,6158,20014,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,4,1,Baru,Baik,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, aki"
1010,7,12107,1,1711,12681,6387,34471,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,2,2,Baru,Baik,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi"
866,2,16530,3,2157,7559,14387,34471,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,1,0,Aus,Baru,Baru,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem"
854,2,25770,6,4113,14531,9983,24739,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,4,3,Aus,Aus,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, rem, ban"
871,3,20180,3,2842,9654,16222,13526,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,4,0,Baru,Baru,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, aki"
877,1,24560,4,3664,12168,5424,18392,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,4,0,Baik,Aus,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, ban, aki"
953,11,18576,2,2748,7208,12616,23928,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Baik,2,1,Aus,Baik,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, aki"
841,1,16280,3,2332,9084,5212,14196,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,truk,Buruk,4,3,Baru,Baru,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi"
845,1,19200,2,2880,10760,6680,17440,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,0,1,Aus,Aus,Baru,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, rem, ban"
850,2,22850,2,3565,12855,8515,21495,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Buruk,1,3,Baru,Baru,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, aki"
879,3,8020,6,3938,13006,6158,20014,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Baik,2,0,Baru,Baik,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, aki"
969,10,14768,2,2164,36292,7488,36904,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,4,1,Baik,Baru,Lemah,1,Servis 10.000 KM,Servis 40.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, aki"
909,5,34412,2,2104,8684,7468,14244,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,3,mobil,Cukup,5,3,Baru,Baru,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi, aki"
1021,10,56459,3,3503,9313,14451,27983,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,0,1,Baik,Baik,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, aki"
921,6,26192,2,3916,13736,29892,23976,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,1,truk,Cukup,1,3,Baru,Baik,Baik,1,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,Servis 40.000 KM,oli
1002,11,26039,3,4147,7837,8599,11667,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,3,mobil,Cukup,1,2,Baru,Aus,Baik,0,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi, ban"
959,11,23898,0,3654,9734,14818,28794,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,2,3,Baik,Aus,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem, ban, aki"
878,2,25290,5,3801,12587,5791,19203,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,2,3,Baru,Aus,Lemah,1,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, busi, ban, aki"
836,4,12630,3,1647,6989,16377,10141,Perlu Servis,2026-07-02 02:26:05,2026-07-02 02:26:05,2,truk,Buruk,2,2,Baik,Baik,Lemah,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, aki"
996,4,20717,5,7927,15311,6397,32801,Layak,2026-07-02 02:26:06,2026-07-02 02:26:06,2,mobil,Cukup,1,1,Baru,Aus,Baik,0,Servis 10.000 KM,Servis 20.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, busi, ban"
1009,7,21864,2,3372,7312,38764,17392,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Cukup,4,2,Baru,Aus,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 40.000 KM,Servis 20.000 KM,Servis 40.000 KM,"oli, rem, ban"
806,2,8730,3,1137,6419,5367,10811,Layak,2026-07-02 02:26:05,2026-07-02 02:26:05,3,mobil,Cukup,0,3,Baik,Baik,Baru,0,Servis 10.000 KM,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 20.000 KM,"oli, rem, busi"
958,10,56459,3,3503,9313,14451,27983,Perlu Servis,2026-07-02 02:26:06,2026-07-02 02:26:06,2,truk,Buruk,3,2,Baru,Baik,Baik,1,Servis 10.000 KM,Servis 10.000 KM,Servis 20.000 KM,Servis 40.000 KM,Servis 40.000 KM,"oli, rem"
